Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Performance_Index,Risk_Level,Trend,Key_Insight,Recommendation
S0191,12,1.4,89,58.2,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S0192,11,4.6,93,83.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0193,11,3.1,97,74.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0194,11,1.4,67,52.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0195,12,5.5,94,87.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S0196,12,3.5,84,70.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0197,11,2.6,88,71.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0198,10,0.6,94,48.13,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0199,10,2.0,93,66.73,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0200,10,1.3,50,51.8,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0201,10,4.7,53,81.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S0202,10,1.3,99,49.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S0203,9,1.4,57,54.07,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0204,11,4.8,56,77.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0205,10,1.7,83,53.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S0206,12,3.8,75,87.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S0207,9,4.6,89,80.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0208,12,5.5,52,80.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S0209,12,3.1,51,70.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0210,12,5.7,63,85.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S0211,12,3.9,50,72.6,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S0212,9,2.3,98,72.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S0213,11,1.9,59,60.8,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S0214,12,4.1,56,82.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S0215,12,4.7,71,74.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0216,12,0.5,88,54.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0217,9,1.8,91,67.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S0218,9,5.7,51,76.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0219,12,5.1,91,91.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S0220,9,2.4,52,57.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0221,12,3.6,53,72.47,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S0222,10,2.1,61,58.8,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S0223,12,1.0,86,57.6,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S0224,11,3.1,58,77.93,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0225,10,2.9,53,60.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0226,10,4.6,53,75.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0227,9,6.0,97,84.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0228,12,2.9,87,65.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S0229,10,1.9,75,65.6,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0230,11,1.0,74,53.47,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S0231,9,2.5,98,70.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0232,10,3.9,74,74.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0233,9,5.6,97,95.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S0234,10,4.0,63,84.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S0235,10,3.9,67,76.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S0236,9,2.6,53,70.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0237,9,1.3,56,56.73,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S0238,12,4.5,54,82.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S0239,10,5.8,52,74.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0240,12,0.6,91,50.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0241,11,5.9,89,80.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0242,10,1.9,57,58.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0243,11,3.1,88,72.33,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0244,11,2.8,64,69.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S0245,10,1.2,91,58.87,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S0246,10,5.8,95,79.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0247,10,0.9,97,59.6,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S0248,11,3.7,95,75.6,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S0249,10,1.8,89,56.2,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S0250,9,4.3,59,77.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0251,9,3.8,62,74.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0252,10,0.8,51,39.27,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S0253,12,5.9,88,79.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S0254,10,3.3,67,74.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
