Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Study_Discipline_Score,Attendance_Score,Academic_Score,Performance_Index,Risk_Level,Difference,Trend
S0251,9,3.8,62,Yes,No,77,67,38,59,95.0,62,60.67,74.67,Low Risk,15.67,Improving
S0252,10,0.8,51,No,Yes,70,44,44,69,20.0,51,52.67,39.27,High Risk,-29.73,Declining
S0253,12,5.9,88,No,Yes,73,58,36,77,100.0,88,55.67,79.87,Low Risk,2.87,Stable
S0254,10,3.3,67,No,No,65,82,67,56,82.5,67,71.33,74.93,Low Risk,18.93,Improving
S0255,10,2.1,65,Yes,No,41,67,66,45,52.5,65,58.0,57.2,Medium Risk,12.2,Improving
S0256,11,5.4,60,Yes,No,38,91,67,57,100.0,60,65.33,78.13,Low Risk,21.13,Improving
S0257,10,3.1,78,No,No,75,63,37,41,77.5,78,58.33,69.93,Low Risk,28.93,Improving
S0258,9,4.4,54,No,No,62,77,96,84,100.0,54,78.33,82.13,Low Risk,-1.87,Stable
S0259,12,0.8,90,No,No,69,85,35,58,20.0,90,63.0,51.2,Medium Risk,-6.8,Declining
S0260,10,3.9,84,Yes,Yes,89,58,52,44,97.5,84,66.33,82.33,Low Risk,38.33,Improving
S0261,10,3.8,88,No,Yes,67,57,36,54,95.0,88,53.33,76.93,Low Risk,22.93,Improving
S0262,11,1.3,55,Yes,No,50,37,46,67,32.5,55,44.33,41.73,High Risk,-25.27,Declining
S0263,11,3.3,53,No,Yes,38,68,96,77,82.5,53,67.33,70.53,Low Risk,-6.47,Declining
S0264,12,0.8,98,No,Yes,56,35,73,95,20.0,98,54.67,49.47,Medium Risk,-45.53,Declining
S0265,12,3.9,55,No,Yes,67,50,60,62,97.5,55,59.0,73.6,Low Risk,11.6,Improving
S0266,11,2.0,83,No,Yes,58,83,99,60,50.0,83,80.0,68.6,Low Risk,8.6,Improving
S0267,9,2.1,83,Yes,Yes,37,95,59,74,52.5,83,63.67,63.07,Medium Risk,-10.93,Declining
S0268,9,1.7,97,Yes,Yes,81,47,53,53,42.5,97,60.33,60.53,Medium Risk,7.53,Improving
S0269,10,1.0,76,Yes,Yes,43,76,89,40,25.0,76,69.33,52.93,Medium Risk,12.93,Improving
S0270,11,2.1,58,No,No,62,87,66,72,52.5,58,71.67,61.27,Medium Risk,-10.73,Declining
S0271,9,1.6,65,No,No,45,45,48,54,40.0,65,46.0,47.4,Medium Risk,-6.6,Declining
S0272,10,0.7,85,Yes,Yes,59,95,98,60,17.5,85,84.0,57.6,Medium Risk,-2.4,Stable
S0273,10,3.3,80,No,No,69,60,75,65,82.5,80,68.0,76.2,Low Risk,11.2,Improving
S0274,11,0.9,73,No,Yes,45,88,37,76,22.5,73,56.67,46.27,Medium Risk,-29.73,Declining
S0275,11,4.5,89,Yes,No,61,83,40,82,100.0,89,61.33,82.33,Low Risk,0.33,Stable
S0276,10,1.1,58,Yes,Yes,73,41,38,82,27.500000000000004,58,50.67,42.87,High Risk,-39.13,Declining
S0277,9,2.0,71,No,Yes,76,80,85,92,50.0,71,80.33,66.33,Low Risk,-25.67,Declining
S0278,11,5.2,57,No,Yes,89,56,93,77,100.0,57,79.33,83.13,Low Risk,6.13,Improving
S0279,10,0.5,100,Yes,Yes,71,95,87,67,12.5,100,84.33,58.73,Medium Risk,-8.27,Declining
S0280,10,3.8,77,No,Yes,41,41,99,91,95.0,77,60.33,77.53,Low Risk,-13.47,Declining
S0281,10,1.0,97,No,Yes,67,57,84,67,25.0,97,69.33,57.13,Medium Risk,-9.87,Declining
S0282,10,0.9,83,No,No,79,38,69,57,22.5,83,62.0,50.4,Medium Risk,-6.6,Declining
S0283,12,2.8,79,Yes,Yes,96,46,84,95,70.0,79,75.33,73.93,Low Risk,-21.07,Declining
S0284,9,3.6,54,No,No,46,75,67,89,90.0,54,62.67,71.87,Low Risk,-17.13,Declining
S0285,9,5.9,50,No,Yes,83,98,62,85,100.0,50,81.0,82.4,Low Risk,-2.6,Stable
S0286,9,4.7,90,Yes,Yes,59,68,66,63,100.0,90,64.33,83.73,Low Risk,20.73,Improving
S0287,12,5.4,51,No,Yes,84,46,36,66,100.0,51,55.33,72.33,Low Risk,6.33,Improving
S0288,11,0.8,62,No,No,94,100,58,53,20.0,62,84.0,54.0,Medium Risk,1.0,Stable
S0289,9,0.6,87,Yes,Yes,67,63,80,50,15.0,87,70.0,51.4,Medium Risk,1.4,Stable
S0290,10,4.8,60,No,No,38,51,71,85,100.0,60,53.33,73.33,Low Risk,-11.67,Declining
S0291,10,5.0,65,Yes,Yes,47,95,56,58,100.0,65,66.0,79.4,Low Risk,21.4,Improving
S0292,12,4.1,61,Yes,No,53,38,35,43,100.0,61,42.0,69.0,Low Risk,26.0,Improving
S0293,9,0.7,96,No,Yes,93,89,42,60,17.5,96,74.67,56.07,Medium Risk,-3.93,Stable
S0294,10,3.6,84,No,No,37,40,42,50,90.0,84,39.67,68.67,Low Risk,18.67,Improving
S0295,11,2.6,94,Yes,No,79,93,81,77,65.0,94,84.33,78.53,Low Risk,1.53,Stable
S0296,10,3.5,96,No,No,81,51,80,66,87.5,96,70.67,82.47,Low Risk,16.47,Improving
S0297,11,2.8,75,No,No,61,73,59,48,70.0,75,64.33,68.73,Low Risk,20.73,Improving
S0298,11,1.4,92,Yes,Yes,64,69,84,95,35.0,92,72.33,61.33,Medium Risk,-33.67,Declining
S0299,11,3.6,95,No,Yes,95,75,90,45,90.0,95,86.67,89.67,Low Risk,44.67,Improving
S0300,12,5.9,88,Yes,Yes,47,47,52,47,100.0,88,48.67,77.07,Low Risk,30.07,Improving
S0301,12,4.8,88,Yes,Yes,97,42,96,78,100.0,88,78.33,88.93,Low Risk,10.93,Improving
S0302,10,4.2,89,No,Yes,100,47,48,53,100.0,89,65.0,83.8,Low Risk,30.8,Improving
S0303,10,1.9,95,Yes,No,61,72,97,79,47.5,95,76.67,68.67,Low Risk,-10.33,Declining
S0304,11,4.2,55,No,No,96,91,69,72,100.0,55,85.33,85.13,Low Risk,13.13,Improving
S0305,10,0.5,65,Yes,Yes,66,59,67,58,12.5,65,64.0,43.6,High Risk,-14.4,Declining
S0306,11,1.1,65,No,Yes,57,77,37,79,27.500000000000004,65,57.0,46.8,Medium Risk,-32.2,Declining
S0307,11,2.8,99,Yes,Yes,88,60,84,69,70.0,99,77.33,78.73,Low Risk,9.73,Improving
S0308,9,1.9,52,No,No,52,46,95,76,47.5,52,64.33,55.13,Medium Risk,-20.87,Declining
S0309,12,3.1,80,Yes,No,92,71,74,92,77.5,80,79.0,78.6,Low Risk,-13.4,Declining
S0310,11,1.9,95,Yes,Yes,46,91,97,51,47.5,95,78.0,69.2,Low Risk,18.2,Improving
S0311,11,3.0,93,No,No,93,44,81,46,75.0,93,72.67,77.67,Low Risk,31.67,Improving
S0312,10,5.7,84,Yes,No,41,47,47,50,100.0,84,45.0,74.8,Low Risk,24.8,Improving
S0313,11,4.7,70,Yes,Yes,94,40,55,53,100.0,70,63.0,79.2,Low Risk,26.2,Improving
S0314,11,5.2,60,Yes,No,73,96,56,60,100.0,60,75.0,82.0,Low Risk,22.0,Improving
S0315,9,1.6,72,Yes,Yes,95,38,78,76,40.0,72,70.33,58.53,Medium Risk,-17.47,Declining
S0316,12,2.4,70,Yes,No,81,40,58,85,60.0,70,59.67,61.87,Medium Risk,-23.13,Declining
S0317,11,2.2,100,Yes,Yes,78,67,39,77,55.00000000000001,100,61.33,66.53,Low Risk,-10.47,Declining
S0318,12,4.7,65,No,No,93,50,89,56,100.0,65,77.33,83.93,Low Risk,27.93,Improving
S0319,12,1.2,83,Yes,Yes,91,46,37,83,30.0,83,58.0,51.8,Medium Risk,-31.2,Declining
S0320,9,5.5,92,No,No,73,70,90,66,100.0,92,77.67,89.47,Low Risk,23.47,Improving
S0321,9,1.0,78,No,No,67,40,39,69,25.0,78,48.67,45.07,Medium Risk,-23.93,Declining
S0322,12,2.0,52,Yes,Yes,55,40,73,79,50.0,52,56.0,52.8,Medium Risk,-26.2,Declining
S0323,11,4.6,63,No,No,76,73,98,86,100.0,63,82.33,85.53,Low Risk,-0.47,Stable
S0324,9,5.8,81,No,Yes,89,98,45,89,100.0,81,77.33,87.13,Low Risk,-1.87,Stable
S0325,11,1.7,78,Yes,Yes,56,36,76,53,42.5,78,56.0,55.0,Medium Risk,2.0,Stable
S0326,10,3.3,79,No,Yes,69,83,83,56,82.5,79,78.33,80.13,Low Risk,24.13,Improving
S0327,9,4.8,87,Yes,No,75,45,77,67,100.0,87,65.67,83.67,Low Risk,16.67,Improving
S0328,11,3.1,73,No,No,63,53,69,61,77.5,73,61.67,70.27,Low Risk,9.27,Improving
S0329,9,5.3,63,No,Yes,96,79,99,44,100.0,63,91.33,89.13,Low Risk,45.13,Improving
S0330,10,1.8,53,No,No,35,89,100,46,45.0,53,74.67,58.47,Medium Risk,12.47,Improving
S0331,10,1.7,81,Yes,No,52,58,65,60,42.5,81,58.33,56.53,Medium Risk,-3.47,Stable
S0332,10,3.7,95,No,Yes,52,57,53,94,92.5,95,54.0,77.6,Low Risk,-16.4,Declining
S0333,11,3.8,95,Yes,No,58,81,70,48,95.0,95,69.67,84.87,Low Risk,36.87,Improving
S0334,9,4.2,63,Yes,No,67,83,70,71,100.0,63,73.33,81.93,Low Risk,10.93,Improving
S0335,12,4.9,91,Yes,Yes,42,79,55,86,100.0,91,58.67,81.67,Low Risk,-4.33,Stable
S0336,11,0.9,81,No,Yes,95,70,85,43,22.5,81,83.33,58.53,Medium Risk,15.53,Improving
S0337,9,1.1,70,No,Yes,78,91,58,46,27.500000000000004,70,75.67,55.27,Medium Risk,9.27,Improving
S0338,12,3.5,70,No,Yes,98,94,41,90,87.5,70,77.67,80.07,Low Risk,-9.93,Declining
S0339,10,2.3,87,Yes,No,89,48,37,80,57.49999999999999,87,58.0,63.6,Medium Risk,-16.4,Declining
S0340,9,2.4,83,Yes,No,96,89,43,92,60.0,83,76.0,71.0,Low Risk,-21.0,Declining
S0341,12,5.7,52,Yes,No,82,87,57,94,100.0,52,75.33,80.53,Low Risk,-13.47,Declining
S0342,10,2.5,95,No,Yes,92,56,81,77,62.5,95,76.33,74.53,Low Risk,-2.47,Stable
S0343,12,2.9,90,No,No,89,72,36,48,72.5,90,65.67,73.27,Low Risk,25.27,Improving
S0344,12,2.0,94,Yes,Yes,42,59,49,47,50.0,94,50.0,58.8,Medium Risk,11.8,Improving
S0345,9,4.8,58,Yes,No,61,65,49,45,100.0,58,58.33,74.93,Low Risk,29.93,Improving
S0346,10,3.0,94,No,Yes,37,86,95,48,75.0,94,72.67,77.87,Low Risk,29.87,Improving
S0347,11,3.4,67,No,Yes,36,54,75,57,85.0,67,55.0,69.4,Low Risk,12.4,Improving
S0348,9,3.8,77,Yes,Yes,40,99,73,44,95.0,77,70.67,81.67,Low Risk,37.67,Improving
S0349,10,1.7,65,No,Yes,35,80,39,83,42.5,65,51.33,50.53,Medium Risk,-32.47,Declining
S0350,11,1.6,67,No,No,36,75,62,66,40.0,67,57.67,52.47,Medium Risk,-13.53,Declining
S0351,12,3.0,69,No,No,49,42,49,83,75.0,69,46.67,62.47,Medium Risk,-20.53,Declining
S0352,9,4.3,100,No,Yes,83,98,59,61,100.0,100,80.0,92.0,Low Risk,31.0,Improving
S0353,12,0.5,70,No,No,72,57,52,75,12.5,70,60.33,43.13,High Risk,-31.87,Declining
S0354,11,5.0,76,No,Yes,56,83,100,68,100.0,76,79.67,87.07,Low Risk,19.07,Improving
S0355,10,2.5,61,No,No,37,67,93,53,62.5,61,65.67,63.47,Medium Risk,10.47,Improving
S0356,12,4.4,50,No,Yes,48,39,55,80,100.0,50,47.33,68.93,Low Risk,-11.07,Declining
S0357,10,4.7,56,No,Yes,51,82,68,79,100.0,56,67.0,78.0,Low Risk,-1.0,Stable
S0358,11,1.7,90,Yes,Yes,73,55,45,46,42.5,90,57.67,58.07,Medium Risk,12.07,Improving
S0359,9,1.9,93,Yes,Yes,62,74,58,94,47.5,93,64.67,63.47,Medium Risk,-30.53,Declining
S0360,12,2.2,73,No,No,98,59,83,77,55.00000000000001,73,80.0,68.6,Low Risk,-8.4,Declining
S0361,12,5.9,73,Yes,Yes,97,45,59,90,100.0,73,67.0,81.4,Low Risk,-8.6,Declining
S0362,10,5.6,90,Yes,Yes,89,57,74,53,100.0,90,73.33,87.33,Low Risk,34.33,Improving
S0363,11,1.8,57,Yes,Yes,63,44,85,40,45.0,57,64.0,55.0,Medium Risk,15.0,Improving
S0364,10,3.0,59,Yes,No,80,79,62,44,75.0,59,73.67,71.27,Low Risk,27.27,Improving
S0365,12,3.3,78,No,Yes,95,59,76,49,82.5,78,76.67,79.27,Low Risk,30.27,Improving
S0366,9,3.9,50,No,Yes,36,94,96,51,97.5,50,75.33,79.13,Low Risk,28.13,Improving
S0367,9,3.4,98,Yes,Yes,100,41,78,61,85.0,98,73.0,82.8,Low Risk,21.8,Improving
S0368,10,1.5,69,No,Yes,59,93,42,63,37.5,69,64.67,54.67,Medium Risk,-8.33,Declining
S0369,11,4.8,56,Yes,No,74,94,98,55,100.0,56,88.67,86.67,Low Risk,31.67,Improving
S0370,11,0.6,63,Yes,Yes,82,37,37,92,15.0,63,52.0,39.4,High Risk,-52.6,Declining
S0371,10,3.9,66,No,No,36,92,35,76,97.5,66,54.33,73.93,Low Risk,-2.07,Stable
S0372,9,1.1,93,No,Yes,64,74,46,83,27.500000000000004,93,61.33,54.13,Medium Risk,-28.87,Declining
S0373,9,3.7,91,No,No,80,35,49,65,92.5,91,54.67,77.07,Low Risk,12.07,Improving
S0374,10,1.0,64,No,Yes,72,54,37,70,25.0,64,54.33,44.53,High Risk,-25.47,Declining
S0375,9,5.9,72,No,No,59,83,47,81,100.0,72,63.0,79.6,Low Risk,-1.4,Stable
S0376,12,3.5,59,No,Yes,56,64,40,54,87.5,59,53.33,68.13,Low Risk,14.13,Improving
S0377,9,3.6,51,Yes,Yes,85,83,95,62,90.0,51,87.67,81.27,Low Risk,19.27,Improving
S0378,9,3.6,85,No,Yes,62,83,72,90,90.0,85,72.33,81.93,Low Risk,-8.07,Declining
S0379,9,5.6,98,No,No,52,93,98,67,100.0,98,81.0,92.0,Low Risk,25.0,Improving
S0380,11,3.0,100,No,No,38,84,67,47,75.0,100,63.0,75.2,Low Risk,28.2,Improving
S0381,9,2.3,80,No,Yes,64,43,55,56,57.49999999999999,80,54.0,60.6,Medium Risk,4.6,Stable
S0382,10,1.9,78,No,No,81,35,62,93,47.5,78,59.33,58.33,Medium Risk,-34.67,Declining
S0383,9,5.6,85,No,No,83,61,56,53,100.0,85,66.67,83.67,Low Risk,30.67,Improving
S0384,11,1.4,75,Yes,No,57,41,94,60,35.0,75,64.0,54.6,Medium Risk,-5.4,Declining
S0385,11,5.7,94,Yes,Yes,85,93,90,56,100.0,94,89.33,94.53,Low Risk,38.53,Improving
S0386,10,1.4,73,No,Yes,63,93,68,58,35.0,73,74.67,58.47,Medium Risk,0.47,Stable
S0387,10,4.6,94,Yes,No,72,37,89,48,100.0,94,66.0,85.2,Low Risk,37.2,Improving
S0388,11,0.9,55,No,No,65,100,64,92,22.5,55,76.33,50.53,Medium Risk,-41.47,Declining
S0389,12,5.4,95,No,Yes,44,56,86,95,100.0,95,62.0,83.8,Low Risk,-11.2,Declining
S0390,12,5.7,60,Yes,Yes,76,91,36,45,100.0,60,67.67,79.07,Low Risk,34.07,Improving
S0391,10,4.6,71,Yes,Yes,94,80,79,82,100.0,71,84.33,87.93,Low Risk,5.93,Improving
S0392,12,5.4,61,No,No,83,76,46,84,100.0,61,68.33,79.53,Low Risk,-4.47,Stable
S0393,10,3.8,100,No,Yes,71,55,83,58,95.0,100,69.67,85.87,Low Risk,27.87,Improving
S0394,9,4.7,72,No,No,42,58,42,65,100.0,72,47.33,73.33,Low Risk,8.33,Improving
S0395,11,2.6,79,Yes,Yes,63,65,52,72,65.0,79,60.0,65.8,Low Risk,-6.2,Declining
S0396,9,1.0,69,No,Yes,98,81,43,93,25.0,69,74.0,53.4,Medium Risk,-39.6,Declining
S0397,11,5.1,80,No,Yes,42,37,44,42,100.0,80,41.0,72.4,Low Risk,30.4,Improving
S0398,12,3.5,64,No,No,50,64,62,46,87.5,64,58.67,71.27,Low Risk,25.27,Improving
S0399,11,5.5,54,Yes,Yes,65,92,36,43,100.0,54,64.33,76.53,Low Risk,33.53,Improving
S0400,11,5.9,98,Yes,No,84,100,45,42,100.0,98,76.33,90.13,Low Risk,48.13,Improving
S0401,12,1.8,58,No,Yes,89,38,48,75,45.0,58,58.33,52.93,Medium Risk,-22.07,Declining
S0402,10,2.5,56,No,No,41,49,50,85,62.5,56,46.67,54.87,Medium Risk,-30.13,Declining
S0403,10,3.7,59,Yes,Yes,51,94,74,66,92.5,59,73.0,78.0,Low Risk,12.0,Improving
S0404,12,5.5,52,No,Yes,58,63,47,59,100.0,52,56.0,72.8,Low Risk,13.8,Improving
S0405,12,5.4,77,Yes,No,54,36,73,79,100.0,77,54.33,77.13,Low Risk,-1.87,Stable
S0406,9,2.2,63,Yes,No,89,87,95,40,55.00000000000001,63,90.33,70.73,Low Risk,30.73,Improving
S0407,10,3.0,68,Yes,No,81,52,38,73,75.0,68,57.0,66.4,Low Risk,-6.6,Declining
S0408,9,3.0,78,Yes,No,44,83,95,55,75.0,78,74.0,75.2,Low Risk,20.2,Improving
S0409,10,5.1,61,No,No,61,82,84,48,100.0,61,75.67,82.47,Low Risk,34.47,Improving
S0410,10,4.4,93,Yes,No,71,88,47,74,100.0,93,68.67,86.07,Low Risk,12.07,Improving
S0411,10,1.6,53,Yes,No,74,77,41,82,40.0,53,64.0,52.2,Medium Risk,-29.8,Declining
S0412,10,0.6,87,No,Yes,62,37,87,40,15.0,87,62.0,48.2,Medium Risk,8.2,Improving
S0413,11,4.0,92,No,Yes,92,86,63,65,100.0,92,80.33,90.53,Low Risk,25.53,Improving
S0414,12,4.0,65,No,No,93,69,86,52,100.0,65,82.67,86.07,Low Risk,34.07,Improving
S0415,10,3.5,72,No,No,92,66,52,80,87.5,72,70.0,77.4,Low Risk,-2.6,Stable
S0416,10,3.3,93,Yes,Yes,62,47,64,48,82.5,93,57.67,74.67,Low Risk,26.67,Improving
S0417,10,3.4,64,No,Yes,68,45,43,79,85.0,64,52.0,67.6,Low Risk,-11.4,Declining
S0418,12,4.4,58,Yes,No,49,87,74,47,100.0,58,70.0,79.6,Low Risk,32.6,Improving
S0419,11,5.9,68,No,No,42,92,61,65,100.0,68,65.0,79.6,Low Risk,14.6,Improving
S0420,12,5.6,77,No,Yes,79,43,59,91,100.0,77,60.33,79.53,Low Risk,-11.47,Declining
S0421,11,0.6,94,No,Yes,67,77,95,94,15.0,94,79.67,56.67,Medium Risk,-37.33,Declining
S0422,11,2.5,80,Yes,No,87,55,75,81,62.5,80,72.33,69.93,Low Risk,-11.07,Declining
S0423,11,5.1,70,No,No,50,88,80,57,100.0,70,72.67,83.07,Low Risk,26.07,Improving
S0424,11,2.2,88,Yes,No,47,42,35,47,55.00000000000001,88,41.33,56.13,Medium Risk,9.13,Improving
S0425,9,5.1,74,No,No,76,59,87,44,100.0,74,74.0,84.4,Low Risk,40.4,Improving
S0426,9,5.0,90,Yes,Yes,79,91,45,79,100.0,90,71.67,86.67,Low Risk,7.67,Improving
S0427,11,1.3,56,Yes,No,36,62,65,68,32.5,56,54.33,45.93,Medium Risk,-22.07,Declining
S0428,12,3.0,67,No,Yes,87,37,73,58,75.0,67,65.67,69.67,Low Risk,11.67,Improving
S0429,9,1.2,50,No,No,80,47,90,45,30.0,50,72.33,50.93,Medium Risk,5.93,Improving
S0430,12,5.4,73,No,Yes,69,53,35,72,100.0,73,52.33,75.53,Low Risk,3.53,Stable
S0431,10,0.6,78,Yes,No,98,80,69,40,15.0,78,82.33,54.53,Medium Risk,14.53,Improving
S0432,11,3.5,75,No,Yes,55,50,89,78,87.5,75,64.67,75.87,Low Risk,-2.13,Stable
S0433,11,2.9,56,No,Yes,41,69,41,95,72.5,56,50.33,60.33,Medium Risk,-34.67,Declining
S0434,9,3.7,100,No,No,91,58,64,61,92.5,100,71.0,85.4,Low Risk,24.4,Improving
S0435,12,4.2,99,No,Yes,77,79,45,55,100.0,99,67.0,86.6,Low Risk,31.6,Improving
S0436,9,3.2,58,No,No,82,83,79,80,80.0,58,81.33,76.13,Low Risk,-3.87,Stable
S0437,9,1.3,62,No,Yes,68,37,55,44,32.5,62,53.33,46.73,Medium Risk,2.73,Stable
S0438,10,0.6,96,No,No,40,38,59,85,15.0,96,45.67,43.47,High Risk,-41.53,Declining
S0439,10,2.8,57,Yes,No,91,48,37,63,70.0,57,58.67,62.87,Medium Risk,-0.13,Stable
S0440,11,1.5,77,No,No,88,77,52,59,37.5,77,72.33,59.33,Medium Risk,0.33,Stable
S0441,9,0.5,86,No,No,74,52,83,45,12.5,86,69.67,50.07,Medium Risk,5.07,Improving
S0442,11,5.8,92,Yes,No,82,69,91,57,100.0,92,80.67,90.67,Low Risk,33.67,Improving
S0443,9,4.8,64,Yes,Yes,68,77,67,46,100.0,64,70.67,81.07,Low Risk,35.07,Improving
S0444,10,0.8,72,Yes,No,54,42,78,67,20.0,72,58.0,45.6,Medium Risk,-21.4,Declining
S0445,10,1.8,92,No,No,97,62,69,74,45.0,92,76.0,66.8,Low Risk,-7.2,Declining
S0446,11,4.4,87,No,No,36,70,47,54,100.0,87,51.0,77.8,Low Risk,23.8,Improving
S0447,10,3.1,91,Yes,No,96,45,60,67,77.5,91,67.0,76.0,Low Risk,9.0,Improving
S0448,11,2.1,65,Yes,No,46,36,89,47,52.5,65,57.0,56.8,Medium Risk,9.8,Improving
S0449,12,1.4,90,Yes,Yes,94,52,80,94,35.0,90,75.33,62.13,Medium Risk,-31.87,Declining
S0450,12,2.9,74,No,Yes,74,90,86,73,72.5,74,83.33,77.13,Low Risk,4.13,Stable
S0451,10,3.0,58,Yes,Yes,80,49,61,52,75.0,58,63.33,66.93,Low Risk,14.93,Improving
S0452,9,3.6,56,Yes,No,55,47,87,84,90.0,56,63.0,72.4,Low Risk,-11.6,Declining
S0453,10,3.7,95,No,No,72,59,41,95,92.5,95,57.33,78.93,Low Risk,-16.07,Declining
S0454,9,0.9,68,No,No,60,87,74,61,22.5,68,73.67,52.07,Medium Risk,-8.93,Declining
S0455,12,2.5,88,Yes,Yes,94,92,66,43,62.5,88,84.0,76.2,Low Risk,33.2,Improving
S0456,9,2.0,85,No,No,52,46,64,71,50.0,85,54.0,58.6,Medium Risk,-12.4,Declining
S0457,12,2.9,95,Yes,No,39,37,55,62,72.5,95,43.67,65.47,Low Risk,3.47,Stable
S0458,10,2.0,64,Yes,No,60,78,97,69,50.0,64,78.33,64.13,Medium Risk,-4.87,Stable
S0459,10,1.1,84,Yes,Yes,76,61,91,44,27.500000000000004,84,76.0,58.2,Medium Risk,14.2,Improving
S0460,9,3.3,72,Yes,Yes,84,83,36,91,82.5,72,67.67,74.47,Low Risk,-16.53,Declining
S0461,12,3.2,61,No,No,48,36,80,85,80.0,61,54.67,66.07,Low Risk,-18.93,Declining
S0462,10,3.4,92,No,No,65,86,55,93,85.0,92,68.67,79.87,Low Risk,-13.13,Declining
S0463,9,2.3,63,No,No,52,72,93,95,57.49999999999999,63,72.33,64.53,Medium Risk,-30.47,Declining
S0464,9,5.9,58,Yes,No,89,70,68,87,100.0,58,75.67,81.87,Low Risk,-5.13,Declining
S0465,9,3.1,91,No,No,57,55,68,57,77.5,91,60.0,73.2,Low Risk,16.2,Improving
S0466,12,2.6,87,Yes,No,75,91,58,70,65.0,87,74.67,73.27,Low Risk,3.27,Stable
S0467,12,3.9,96,No,No,92,80,88,49,97.5,96,86.67,92.87,Low Risk,43.87,Improving
S0468,12,3.4,59,Yes,No,64,98,56,84,85.0,59,72.67,74.87,Low Risk,-9.13,Declining
S0469,11,2.5,91,Yes,Yes,86,55,97,80,62.5,91,79.33,74.93,Low Risk,-5.07,Declining
S0470,10,3.8,84,No,No,85,63,95,45,95.0,84,81.0,87.2,Low Risk,42.2,Improving
S0471,11,5.3,74,No,No,94,66,94,80,100.0,74,84.67,88.67,Low Risk,8.67,Improving
S0472,10,0.8,74,No,Yes,64,57,91,93,20.0,74,70.67,51.07,Medium Risk,-41.93,Declining
S0473,12,4.8,74,Yes,Yes,54,56,65,44,100.0,74,58.33,78.13,Low Risk,34.13,Improving
S0474,12,5.8,89,No,Yes,75,94,63,63,100.0,89,77.33,88.73,Low Risk,25.73,Improving
S0475,11,2.8,85,Yes,Yes,91,50,86,49,70.0,85,75.67,75.27,Low Risk,26.27,Improving
S0476,10,6.0,86,No,Yes,46,51,70,76,100.0,86,55.67,79.47,Low Risk,3.47,Stable
S0477,12,2.3,56,Yes,Yes,46,86,83,93,57.49999999999999,56,71.67,62.87,Medium Risk,-30.13,Declining
S0478,10,3.9,52,Yes,Yes,70,73,97,65,97.5,52,80.0,81.4,Low Risk,16.4,Improving
S0479,11,5.8,54,Yes,No,96,94,44,85,100.0,54,78.0,82.0,Low Risk,-3.0,Stable
S0480,11,4.6,63,No,Yes,80,100,37,93,100.0,63,72.33,81.53,Low Risk,-11.47,Declining
S0481,9,5.2,68,Yes,No,36,75,93,93,100.0,68,68.0,80.8,Low Risk,-12.2,Declining
S0482,10,0.8,97,Yes,Yes,59,80,82,60,20.0,97,73.67,56.87,Medium Risk,-3.13,Stable
S0483,10,5.6,78,No,No,91,62,100,76,100.0,78,84.33,89.33,Low Risk,13.33,Improving
S0484,9,2.6,60,No,No,49,66,72,89,65.0,60,62.33,62.93,Medium Risk,-26.07,Declining
S0485,12,4.9,94,Yes,No,49,43,37,50,100.0,94,43.0,76.0,Low Risk,26.0,Improving
S0486,9,5.6,60,No,Yes,67,54,70,40,100.0,60,63.67,77.47,Low Risk,37.47,Improving
S0487,12,4.2,76,No,Yes,41,43,59,83,100.0,76,47.67,74.27,Low Risk,-8.73,Declining
S0488,9,0.6,72,No,No,65,90,48,73,15.0,72,67.67,47.47,Medium Risk,-25.53,Declining
S0489,11,3.1,94,No,No,40,39,45,51,77.5,94,41.33,66.33,Low Risk,15.33,Improving
S0490,12,4.1,85,No,Yes,79,74,65,58,100.0,85,72.67,86.07,Low Risk,28.07,Improving
S0491,9,4.8,70,Yes,No,83,69,48,43,100.0,70,66.67,80.67,Low Risk,37.67,Improving
S0492,11,0.7,50,No,No,50,87,88,51,17.5,50,75.0,47.0,Medium Risk,-4.0,Stable
S0493,9,5.9,90,Yes,Yes,60,95,71,71,100.0,90,75.33,88.13,Low Risk,17.13,Improving
S0494,11,3.8,57,Yes,Yes,75,37,75,57,95.0,57,62.33,74.33,Low Risk,17.33,Improving
S0495,11,2.6,83,Yes,Yes,80,55,85,67,65.0,83,73.33,71.93,Low Risk,4.93,Stable
S0496,12,5.7,95,Yes,No,64,79,96,58,100.0,95,79.67,90.87,Low Risk,32.87,Improving
S0497,10,3.2,76,No,No,100,46,63,94,80.0,76,69.67,75.07,Low Risk,-18.93,Declining
S0498,11,6.0,91,No,No,46,91,71,46,100.0,91,69.33,85.93,Low Risk,39.93,Improving
S0499,10,1.4,53,Yes,Yes,88,43,99,70,35.0,53,76.67,55.27,Medium Risk,-14.73,Declining
S0500,9,5.8,99,No,No,53,72,99,51,100.0,99,74.67,89.67,Low Risk,38.67,Improving
S0501,12,4.7,99,Yes,Yes,40,100,76,84,100.0,99,72.0,88.6,Low Risk,4.6,Stable
S0502,12,1.7,70,No,Yes,65,79,73,91,42.5,70,72.33,59.93,Medium Risk,-31.07,Declining
S0503,12,0.7,78,No,No,82,44,97,70,17.5,78,74.33,52.33,Medium Risk,-17.67,Declining
